pl_name,disc_year,discoverymethod
"OGLE-TR-132 b",2004,"Transit"
"CoRoT-7 c",2009,"Radial Velocity"
"HD 4203 b",2001,"Radial Velocity"
"HD 43691 b",2007,"Radial Velocity"
"HD 41004 B b",2003,"Radial Velocity"
"tau Boo b",1996,"Radial Velocity"
"TOI-1723 b",2024,"Transit"
"HD 231701 b",2007,"Radial Velocity"
"HD 204313 b",2010,"Radial Velocity"
"Kepler-1738 b",2021,"Transit"
"HD 5319 b",2007,"Radial Velocity"
"Pr0201 b",2012,"Radial Velocity"
"Pr0211 b",2012,"Radial Velocity"
"bet Cnc b",2014,"Radial Velocity"
"bet UMi b",2014,"Radial Velocity"
"Kapteyn c",2014,"Radial Velocity"
"Kepler-754 b",2016,"Transit"
"HD 207832 c",2012,"Radial Velocity"
"CoRoT-24 b",2014,"Transit"
"CoRoT-24 c",2014,"Transit"
"HIP 105854 b",2014,"Radial Velocity"
"K2-138 c",2017,"Transit"
"HATS-63 b",2018,"Transit"
"CoRoT-22 b",2014,"Transit"
"TYC 1422-614-1 b",2014,"Radial Velocity"
"TYC 1422-614-1 c",2014,"Radial Velocity"
"BD-11 4672 b",2014,"Radial Velocity"
"BD+49 828 b",2015,"Radial Velocity"
"HD 1666 b",2015,"Radial Velocity"
"HD 67087 c",2015,"Radial Velocity"
"Kepler-268 b",2014,"Transit"
"HATS-11 b",2016,"Transit"
"Kepler-47 c",2012,"Transit"
"K2-4 b",2015,"Transit"
"HD 175607 b",2015,"Radial Velocity"
"Kepler-772 b",2016,"Transit"
"HD 27631 b",2012,"Radial Velocity"
"HD 24064 b",2015,"Radial Velocity"
"K2-21 c",2015,"Transit"
"HD 98649 b",2012,"Radial Velocity"
"K2-9 b",2015,"Transit"
"CoRoT-29 b",2015,"Transit"
"HATS-39 b",2018,"Transit"
"LkCa 15 b",2015,"Imaging"
"HU Aqr AB c",2011,"Eclipse Timing Variations"
"HD 164595 b",2015,"Radial Velocity"
"K2-8 b",2015,"Transit"
"PH1 b",2012,"Transit"
"GJ 676 A e",2012,"Radial Velocity"
"BD+15 2940 b",2013,"Radial Velocity"
"SR 12 AB c",2010,"Imaging"
"GJ 667 C e",2013,"Radial Velocity"
"tau Gem b",2013,"Radial Velocity"
"GJ 667 C g",2013,"Radial Velocity"
"GJ 504 b",2013,"Imaging"
"HD 159243 c",2013,"Radial Velocity"
"ROXs 12 b",2013,"Imaging"
"NGTS-14 A b",2021,"Transit"
"Kepler-36 b",2012,"Transit"
"Kepler-48 e",2014,"Radial Velocity"
"HD 4203 c",2014,"Radial Velocity"
"KOI-984 b",2022,"Transit"
"NGC 2682 YBP 401 b",2016,"Radial Velocity"
"GJ 3998 b",2016,"Radial Velocity"
"K2-239 b",2018,"Transit"
"K2-233 d",2018,"Transit"
"HD 110082 b",2021,"Transit"
"TOI-558 b",2021,"Transit"
"K2-243 b",2018,"Transit"
"K2-255 b",2018,"Transit"
"K2-264 c",2018,"Transit"
"HD 211810 b",2018,"Radial Velocity"
"Kepler-262 c",2014,"Transit"
"47 UMa d",2009,"Radial Velocity"
"HD 145457 b",2010,"Radial Velocity"
"HD 183263 c",2008,"Radial Velocity"
"HD 95089 c",2018,"Radial Velocity"
"HD 72892 b",2016,"Radial Velocity"
"HD 128356 b",2016,"Radial Velocity"
"HD 165155 b",2016,"Radial Velocity"
"Kepler-761 b",2016,"Transit"
"2MASS J22362452+4751425 b",2016,"Imaging"
"CoRoT-21 b",2012,"Transit"
"HD 13167 b",2018,"Radial Velocity"
"WASP-177 b",2019,"Transit"
"LP 791-18 d",2023,"Transit"
"K2-288 B b",2018,"Transit"
"TOI-640 b",2021,"Transit"
"Gl 378 b",2019,"Radial Velocity"
"Kepler-766 b",2016,"Transit"
"K2-107 b",2017,"Transit"
"Kepler-780 b",2016,"Transit"
"HD 39855 b",2019,"Radial Velocity"
"HD 92788 c",2019,"Radial Velocity"
"K2-224 b",2018,"Transit"
"EPIC 205950854 c",2019,"Transit"
"EPIC 206032309 b",2019,"Transit"
"K2-228 b",2018,"Transit"
"K2-229 b",2018,"Transit"
"TYC 4282-00605-1 b",2017,"Radial Velocity"
"HD 206255 b",2019,"Radial Velocity"
"Kepler-411 e",2018,"Transit Timing Variations"
"psi1 Dra B b",2015,"Radial Velocity"
"Kepler-758 b",2016,"Transit"
"Kepler-454 c",2015,"Radial Velocity"
"K2-128 b",2017,"Transit"
"K2-129 b",2017,"Transit"
"GJ 625 b",2017,"Radial Velocity"
"HATS-76 b",2021,"Transit"
"HATS-77 b",2021,"Transit"
"Wolf 1061 d",2015,"Radial Velocity"
"Wolf 1061 b",2015,"Radial Velocity"
"HD 34445 d",2017,"Radial Velocity"
"KELT-17 b",2016,"Transit"
"HD 113996 b",2017,"Radial Velocity"
"HD 143105 b",2016,"Radial Velocity"
"HD 35759 b",2016,"Radial Velocity"
"Pr0211 c",2016,"Radial Velocity"
"Kepler-65 e",2019,"Radial Velocity"
"TOI-500 d",2022,"Radial Velocity"
"TOI-2109 b",2021,"Transit"
"HD 191806 b",2016,"Radial Velocity"
"BD+48 740 b",2018,"Radial Velocity"
"K2-148 c",2018,"Transit"
"K2-149 b",2018,"Transit"
"KPS-1 b",2018,"Transit"
"V830 Tau b",2016,"Radial Velocity"
"K2-233 b",2018,"Transit"
"K2-211 b",2018,"Transit"
"K2-221 b",2018,"Transit"
"K2-215 b",2018,"Transit"
"K2-217 b",2018,"Transit"
"K2-183 d",2018,"Transit"
"K2-163 b",2018,"Transit"
"K2-162 b",2018,"Transit"
"K2-205 b",2018,"Transit"
"K2-204 b",2018,"Transit"
"HD 224018 c",2025,"Transit"
"TOI-7510 b",2025,"Transit"
"Kepler-37 d",2013,"Transit"
"55 Cnc B b",2025,"Radial Velocity"
"55 Cnc B c",2025,"Radial Velocity"
"Kepler-281 c",2014,"Transit"
"Kepler-451 c",2022,"Eclipse Timing Variations"
"Gl 49 b",2019,"Radial Velocity"
"Kepler-805 b",2016,"Transit"
"HD 110113 b",2021,"Transit"
"Kepler-504 b",2016,"Transit"
"Kepler-277 b",2013,"Transit"
"HD 33844 c",2015,"Radial Velocity"
"HD 105779 b",2022,"Radial Velocity"
"Kepler-814 b",2016,"Transit"
"Kepler-798 b",2016,"Transit"
"HD 69123 b",2022,"Radial Velocity"
"TOI-1203 c",2025,"Radial Velocity"
"TOI-1478 b",2021,"Transit"
"Kepler-280 b",2014,"Transit"
"LP 261-75 b",2006,"Imaging"
"Kepler-1859 c",2023,"Transit"
"TOI-1203 b",2025,"Radial Velocity"
"HD 93385 d",2021,"Radial Velocity"
"Kepler-279 c",2013,"Transit"
"HD 154088 b",2021,"Radial Velocity"
"Kepler-286 b",2014,"Transit"
"Kepler-896 b",2016,"Transit"
"HD 19615 b",2022,"Radial Velocity"
"Kepler-809 b",2016,"Transit"
"HD 29399 b",2022,"Radial Velocity"
"Kepler-788 b",2016,"Transit"
"Kepler-1988 b",2023,"Transit"
"Kepler-1992 b",2023,"Transit"
"TOI-5713 b",2024,"Transit"
"Kepler-1997 b",2023,"Transit"
"Kepler-818 b",2016,"Transit"
"Kepler-463 b",2016,"Transit"
"Kepler-799 b",2016,"Transit"
"Kepler-139 d",2023,"Transit"
"Kepler-65 b",2012,"Transit"
"HD 208487 b",2004,"Radial Velocity"
"Kepler-1643 b",2016,"Transit"
"Kepler-80 e",2014,"Transit"
"Kepler-1672 b",2020,"Transit"
"Kepler-82 d",2014,"Transit"
"Kepler-1162 c",2023,"Transit"
"Kepler-1229 b",2016,"Transit"
"Kepler-1837 b",2021,"Transit"
"Kepler-406 b",2014,"Transit"
"Kepler-1855 b",2021,"Transit"
"Kepler-446 b",2015,"Transit"
"Kepler-231 b",2014,"Transit"
"Kepler-1232 b",2016,"Transit"
"Kepler-1168 b",2016,"Transit"
"Kepler-1680 b",2020,"Transit"
"Kepler-1831 b",2021,"Transit"
"Kepler-201 c",2014,"Transit"
"Kepler-1785 b",2021,"Transit"
"Kepler-1152 b",2016,"Transit"
"Kepler-175 c",2014,"Transit"
"Kepler-1296 b",2016,"Transit"
"Kepler-1345 b",2016,"Transit"
"Kepler-1798 b",2021,"Transit"
"Kepler-1187 b",2016,"Transit"
"Kepler-430 b",2015,"Transit"
"Kepler-385 c",2014,"Transit"
"Kepler-1716 b",2021,"Transit"
"Kepler-1113 b",2016,"Transit"
"Kepler-60 b",2012,"Transit"
"Kepler-104 d",2014,"Transit"
"Kepler-100 b",2014,"Transit"
"Kepler-1190 b",2016,"Transit"
"Kepler-1823 b",2021,"Transit"
"Kepler-1833 b",2021,"Transit"
"Kepler-1211 b",2016,"Transit"
"Kepler-1685 b",2020,"Transit"
"Kepler-182 b",2014,"Transit"
"Kepler-514 b",2016,"Transit"
"Kepler-515 b",2016,"Transit"
"Kepler-1143 b",2016,"Transit"
"Kepler-110 c",2014,"Transit"
"Kepler-1088 b",2016,"Transit"
"Kepler-362 c",2014,"Transit"
"Kepler-1145 b",2016,"Transit"
"Kepler-1242 b",2016,"Transit"
"KOI-2513.01",2023,"Transit"
"Kepler-1302 b",2016,"Transit"
"Kepler-401 b",2014,"Transit"
"K2-338 b",2021,"Transit"
"Kepler-1691 b",2020,"Transit"
"Kepler-1193 b",2016,"Transit"
"Kepler-144 c",2014,"Transit"
"Kepler-519 b",2016,"Transit"
"Kepler-167 d",2016,"Transit"
"Kepler-395 c",2014,"Transit"
"Kepler-206 b",2014,"Transit"
"Kepler-1091 b",2016,"Transit"
"Kepler-380 b",2014,"Transit"
"Kepler-1267 b",2016,"Transit"
"Kepler-1282 b",2016,"Transit"
"Kepler-1353 b",2016,"Transit"
"Kepler-116 c",2014,"Transit"
"Kepler-145 b",2013,"Transit"
"Kepler-403 b",2014,"Transit"
"Kepler-957 b",2016,"Transit"
"Kepler-85 b",2012,"Transit"
"Kepler-36 c",2012,"Transit"
"Kepler-510 b",2016,"Transit"
"Kepler-1250 b",2016,"Transit"
"TOI-1634 b",2021,"Transit"
"Kepler-285 c",2014,"Transit"
"Kepler-161 c",2014,"Transit"
"Kepler-187 b",2014,"Transit"
"Kepler-1880 b",2021,"Transit"
"Kepler-367 b",2014,"Transit"
"Kepler-384 b",2014,"Transit"
"Kepler-1842 b",2021,"Transit"
"Kepler-172 d",2014,"Transit"
"Kepler-1272 b",2016,"Transit"
"KMT-2021-BLG-0171L b",2022,"Microlensing"
"Kepler-1312 b",2016,"Transit"
"Kepler-1336 b",2016,"Transit"
"Kepler-1829 b",2021,"Transit"
"Kepler-1313 b",2016,"Transit"
"Kepler-114 d",2013,"Transit"
"Kepler-293 c",2014,"Transit"
"Kepler-370 c",2014,"Transit"
"Kepler-1142 b",2016,"Transit"
"Kepler-1808 b",2021,"Transit"
"Kepler-1682 b",2020,"Transit"
"Kepler-1811 b",2021,"Transit"
"Kepler-1885 b",2021,"Transit"
"Kepler-349 c",2014,"Transit"
"Kepler-1155 b",2016,"Transit"
"Kepler-481 b",2016,"Transit"
"KMT-2021-BLG-0119L b",2022,"Microlensing"
"KMT-2022-BLG-0440L b",2023,"Microlensing"
"Kepler-1163 b",2016,"Transit"
"Kepler-530 b",2016,"Transit"
"Kepler-292 b",2014,"Transit"
"Kepler-1816 b",2021,"Transit"
"Kepler-1819 b",2021,"Transit"
"Kepler-85 d",2014,"Transit"
"TOI-3984 A b",2023,"Transit"
"Kepler-100 e",2023,"Radial Velocity"
"Kepler-357 d",2014,"Transit"
"Kepler-1692 b",2020,"Transit"
"Kepler-1678 b",2020,"Transit"
"Kepler-1390 b",2016,"Transit"
"Kepler-355 b",2014,"Transit"
"Kepler-331 b",2014,"Transit"
"Kepler-350 c",2013,"Transit"
"Kepler-55 c",2012,"Transit"
"2MASS J11011926-7732383 b",2024,"Imaging"
"HIP 77900 b",2024,"Imaging"
"Kepler-1370 b",2016,"Transit"
"Kepler-417 b",2014,"Transit Timing Variations"
"UCAC4 328-061594 b",2024,"Imaging"
"UCAC3 113-933 b",2024,"Imaging"
"Kepler-363 c",2014,"Transit"
"Kepler-1032 b",2016,"Transit"
"HD 48948 b",2024,"Radial Velocity"
"HD 48948 d",2024,"Radial Velocity"
"Kepler-272 b",2014,"Transit"
"TIC 241249530 b",2024,"Transit"
"Kepler-1375 b",2016,"Transit"
"Kepler-125 c",2014,"Transit"
"Kepler-1130 d",2021,"Transit"
"TOI-4443.01",2024,"Transit"
"Kepler-1059 b",2016,"Transit"
"Kepler-237 b",2014,"Transit"
"NGTS-6 b",2019,"Transit"
"NGTS-32 b",2025,"Transit"
"Kepler-266 c",2014,"Transit"
"Kepler-164 c",2014,"Transit"
"K2-365 b",2022,"Transit"
"TOI-5344 b",2023,"Transit"
"K2-354 b",2021,"Transit"
"K2-345 b",2021,"Transit"
"Kepler-985 b",2016,"Transit"
"Kepler-127 d",2014,"Transit"
"Kepler-275 d",2014,"Transit"
"Kepler-335 b",2014,"Transit"
"Kepler-344 b",2014,"Transit"
"Kepler-969 b",2016,"Transit"
"Kepler-329 c",2014,"Transit"
"Kepler-325 b",2014,"Transit"
"Kepler-1800 b",2021,"Transit"
"Kepler-365 b",2014,"Transit"
"Kepler-1069 b",2016,"Transit"
"Kepler-345 b",2014,"Transit"
"Kepler-382 c",2014,"Transit"
"Kepler-544 b",2016,"Transit"
"Kepler-1912 b",2021,"Transit"
"Kepler-240 c",2014,"Transit"
"Kepler-332 c",2014,"Transit"
"Kepler-424 b",2014,"Transit"
"Kepler-207 b",2014,"Transit"
"Kepler-219 c",2014,"Transit"
"Kepler-223 c",2014,"Transit"
"Kepler-402 e",2014,"Transit"
"Kepler-1895 b",2021,"Transit"
"Kepler-1909 b",2021,"Transit"
"Kepler-1953 b",2021,"Transit"
"Kepler-168 c",2014,"Transit"
"Kepler-634 b",2016,"Transit"
"TOI-663 c",2024,"Transit"
"TOI-1634 c",2022,"Radial Velocity"
"Kepler-238 d",2014,"Transit"
"Kepler-224 d",2014,"Transit"
"Kepler-1499 b",2016,"Transit"
"Kepler-850 b",2016,"Transit"
"HIP 79098 AB b",2019,"Imaging"
"Kepler-851 b",2016,"Transit"
"KMT-2024-BLG-2242L b",2025,"Microlensing"
"Kepler-241 c",2014,"Transit"
"Kepler-249 b",2014,"Transit"
"Kepler-325 d",2014,"Transit"
"Kepler-149 b",2014,"Transit"
"Kepler-1473 b",2016,"Transit"
"Kepler-1501 b",2016,"Transit"
"EPIC 212737443 c",2019,"Transit"
"Kepler-476 b",2016,"Transit"
"GJ 740 b",2021,"Radial Velocity"
"Kepler-838 b",2016,"Transit"
"TOI-4640 b",2026,"Transit"
"HATS-30 b",2016,"Transit"
"Kepler-1949 b",2021,"Transit"
"Kepler-1954 b",2021,"Transit"
"Kepler-238 e",2013,"Transit"
"Kepler-1917 b",2021,"Transit"
"Kepler-1710 b",2021,"Transit"
"Kepler-342 c",2014,"Transit"
"K2-367 b",2022,"Transit"
"Kepler-106 c",2014,"Transit"
"Kepler-837 b",2016,"Transit"
"Kepler-273 c",2014,"Transit"
"Kepler-1391 b",2016,"Transit"
"Kepler-1543 b",2016,"Transit"
"Kepler-1580 b",2016,"Transit"
"Kepler-621 b",2016,"Transit"
"Kepler-150 c",2014,"Transit"
"Kepler-1476 b",2016,"Transit"
"GJ 682 c",2014,"Radial Velocity"
"7 CMa c",2019,"Radial Velocity"
"Kepler-301 b",2014,"Transit"
"Kepler-1749 b",2021,"Transit"
"BD+55 362 b",2021,"Radial Velocity"
"HD 124330 b",2021,"Radial Velocity"
"Kepler-327 c",2014,"Transit"
"Kepler-329 b",2014,"Transit"
"Kepler-336 c",2014,"Transit"
"Kepler-1392 b",2016,"Transit"
"Kepler-1934 b",2021,"Transit"
"Kepler-1965 b",2021,"Transit"
"Kepler-1696 b",2020,"Transit"
"Kepler-1660 AB b",2023,"Eclipse Timing Variations"
"WASP-167 b",2017,"Transit"
"Kepler-299 c",2014,"Transit"
"HD 213472 b",2021,"Radial Velocity"
"HD 26161 b",2021,"Radial Velocity"
"Kepler-304 e",2016,"Transit"
"Kepler-341 e",2014,"Transit"
"Kepler-27 d",2021,"Transit"
"Kepler-341 b",2014,"Transit"
"Kepler-1935 b",2021,"Transit"
"Kepler-80 b",2012,"Transit"
"GJ 229 A c",2020,"Radial Velocity"
"GJ 720 A b",2021,"Radial Velocity"
"Kepler-94 b",2014,"Transit"
"Kepler-305 c",2013,"Transit"
"Kepler-279 d",2013,"Transit"
"Kepler-770 c",2016,"Transit"
"Kepler-1397 b",2016,"Transit"
"Kepler-169 d",2014,"Transit"
"Kepler-438 b",2015,"Transit"
"Kepler-201 b",2014,"Transit"
"K2-347 b",2021,"Transit"
"Kepler-298 b",2014,"Transit"
"KIC 8121913 b",2021,"Orbital Brightness Modulation"
"HD 80869 b",2021,"Radial Velocity"
"Kepler-305 e",2020,"Transit"
"Kepler-101 b",2014,"Transit"
"Kepler-295 d",2014,"Transit"
"Kepler-295 c",2014,"Transit"
"Kepler-1889 b",2021,"Transit"
"Kepler-1547 b",2016,"Transit"
"Kepler-1620 b",2016,"Transit"
"TOI-4662 b",2026,"Transit"
"CoRoT-30 b",2020,"Transit"
"CoRoT-31 b",2020,"Transit"
"Kepler-69 c",2013,"Transit"
"Kepler-431 b",2015,"Transit"
"Kepler-196 d",2021,"Transit"
"Kepler-1609 b",2016,"Transit"
"Kepler-1968 b",2021,"Transit"
"Kepler-1047 c",2016,"Transit"
"HD 164922 d",2020,"Radial Velocity"
"Kepler-88 d",2020,"Radial Velocity"
"EPIC 201427007 b",2021,"Transit"
"EPIC 212624936 b",2021,"Transit"
"K2-133 b",2017,"Transit"
"Kepler-84 f",2014,"Transit"
"Kepler-117 c",2014,"Transit"
"Kepler-1550 b",2016,"Transit"
"Kepler-443 b",2015,"Transit"
"HATS-4 b",2014,"Transit"
"Kepler-160 d",2020,"Transit Timing Variations"
"Kepler-1517 b",2016,"Transit"
"Kepler-294 c",2014,"Transit"
"TOI-2567 b",2022,"Transit"
"Kepler-92 d",2015,"Transit"
"Kepler-1429 b",2016,"Transit"
"Kepler-616 d",2021,"Transit"
"Kepler-1705 b",2021,"Transit"
"Kepler-274 c",2014,"Transit"
"Kepler-1488 c",2021,"Transit"
"TOI-3862 b",2026,"Transit"
"BD-11 4672 c",2020,"Radial Velocity"
"K2-315 b",2020,"Transit"
"KELT-4 A b",2016,"Transit"
"Kepler-1492 b",2016,"Transit"
"Kepler-352 d",2021,"Transit"
"HIP 4845 b",2020,"Radial Velocity"
"K2-316 b",2020,"Transit"
"Kepler-292 f",2014,"Transit"
"Kepler-1410 b",2016,"Transit"
"Kepler-575 b",2016,"Transit"
"Kepler-1434 b",2016,"Transit"
"Kepler-1653 b",2017,"Transit"
"Kepler-627 b",2016,"Transit"
"Kepler-1962 b",2021,"Transit"
"K2-320 b",2020,"Transit"
"K2-323 b",2020,"Transit"
"K2-318 b",2020,"Transit"
"Kepler-317 c",2014,"Transit"
"Kepler-1411 b",2016,"Transit"
"Kepler-1435 b",2016,"Transit"
"Kepler-215 e",2014,"Transit"
"Kepler-1576 b",2016,"Transit"
"Kepler-1593 b",2016,"Transit"
"Kepler-1915 b",2021,"Transit"
"Kepler-638 b",2016,"Transit"
"WASP-141 b",2016,"Transit"
"TOI-6038 A b",2025,"Transit"
"TOI-6041 b",2025,"Transit"
"EPIC 201170410.02",2020,"Transit"
"G 9-40 b",2019,"Transit"
"Kepler-401 c",2014,"Transit"
"Kepler-1437 b",2016,"Transit"
"Kepler-220 b",2014,"Transit"
"Kepler-703 b",2016,"Transit"
"Kepler-1425 b",2016,"Transit"
"Kepler-1350 c",2016,"Transit"
"Kepler-354 c",2014,"Transit"
"Kepler-1699 b",2020,"Transit"
"Kepler-206 c",2014,"Transit"
"Kepler-702 b",2016,"Transit"
"TOI-2322 c",2025,"Transit"
"Kepler-439 b",2015,"Transit"
"Kepler-639 b",2016,"Transit"
"Kepler-171 b",2014,"Transit"
"Kepler-1526 b",2016,"Transit"
"HD 86065 b",2022,"Radial Velocity"
"HD 115404 A c",2022,"Radial Velocity"
"Kepler-408 b",2014,"Transit"
"rho CrB c",2016,"Radial Velocity"
"Kepler-19 d",2017,"Radial Velocity"
"TOI-1107 b",2022,"Transit"
"Kepler-164 d",2014,"Transit"
"TOI-2537 c",2024,"Radial Velocity"
"TOI-1873 b",2026,"Transit"
"TOI-2267 b",2025,"Transit"
"KMT-2021-BLG-0852L b",2026,"Microlensing"
"CoRoT-4 b",2008,"Transit"
"Kepler-935 b",2016,"Transit"
"Kepler-917 b",2016,"Transit"
"Kepler-1760 b",2021,"Transit"
"DMPP-9 b",2026,"Radial Velocity"
"51 Eri b",2015,"Imaging"
"Kepler-164 b",2014,"Transit"
"Kepler-549 d",2023,"Transit"
"Kepler-1773 b",2021,"Transit"
"Kepler-1009 b",2016,"Transit"
"Kepler-1035 b",2016,"Transit"
"Kepler-322 c",2014,"Transit"
"Kepler-66 b",2013,"Transit"
"Kepler-479 b",2016,"Transit"
"KOI-351 d",2013,"Transit"
"Kepler-908 b",2016,"Transit"
"Kepler-1677 b",2020,"Transit"
"Kepler-473 b",2016,"Transit"
"KOI-1783.01",2020,"Transit"
"HD 109988 b",2022,"Radial Velocity"
"Kepler-909 b",2016,"Transit"
"HD 11112 b",2022,"Radial Velocity"
"HATS-27 b",2016,"Transit"
"HD 11505 b",2022,"Radial Velocity"
"HD 122562 c",2022,"Radial Velocity"
"HD 135872 b",2022,"Radial Velocity"
"HD 113337 c",2020,"Radial Velocity"
"HD 151450 c",2022,"Radial Velocity"
"HD 188641 b",2022,"Radial Velocity"
"HD 13724 c",2022,"Radial Velocity"
"Ross 508 b",2022,"Radial Velocity"
"HD 164604 c",2026,"Radial Velocity"
"Kepler-50 b",2012,"Transit"
"HD 205158 b",2022,"Radial Velocity"
"Kepler-162 b",2014,"Transit"
"Kepler-176 b",2014,"Transit"
"K2-189 c",2018,"Transit"
"K2-126 b",2017,"Transit"
"KMT-2018-BLG-0247L b",2022,"Microlensing"
"KMT-2021-BLG-1372L b",2022,"Microlensing"
"Kepler-193 c",2014,"Transit"
"Kepler-464 b",2016,"Transit"
"Kepler-244 b",2014,"Transit"
"Kepler-183 b",2014,"Transit"
"K2-193 b",2018,"Transit"
"TOI-908 b",2023,"Transit"
"K2-197 b",2018,"Transit"
"Kepler-180 c",2014,"Transit"
"KMT-2021-BLG-1105L b",2023,"Microlensing"
"KMT-2021-BLG-0712L b",2023,"Microlensing"
"Kepler-209 b",2014,"Transit"
"Kepler-1729 b",2021,"Transit"
"Kepler-81 b",2012,"Transit"
"K2-198 d",2019,"Transit"
"Kepler-501 b",2016,"Transit"
"K2-198 c",2019,"Transit"
"OGLE-2013-BLG-0132L b",2017,"Microlensing"
"KMT-2018-BLG-1996L b",2021,"Microlensing"
"OGLE-2018-BLG-1647L b",2022,"Microlensing"
"Kepler-853 b",2016,"Transit"
"Kepler-883 b",2016,"Transit"
"HD 28185 b",2001,"Radial Velocity"
"Kepler-54 b",2012,"Transit"
"Kepler-1631 b",2016,"Transit"
"Kepler-155 b",2014,"Transit"
"Kepler-100 c",2014,"Transit"
"K2-377 b",2022,"Transit"
"KMT-2018-BLG-1743L b",2021,"Microlensing"
"OGLE-2017-BLG-1434L b",2018,"Microlensing"
"KMT-2019-BLG-2783L b",2023,"Microlensing"
"Kepler-877 b",2016,"Transit"
"Kepler-1730 b",2021,"Transit"
"Kepler-1639 b",2016,"Transit"
"Kepler-559 b",2016,"Transit"
"Kepler-121 b",2014,"Transit"
"Kepler-55 d",2014,"Transit"
"Kepler-82 c",2012,"Transit"
"Kepler-561 c",2016,"Transit"
"Kepler-172 c",2014,"Transit"
"OGLE-2017-BLG-0173L b",2018,"Microlensing"
"OGLE-2019-BLG-0304L b",2021,"Microlensing"
"OGLE-2019-BLG-0679L b",2023,"Microlensing"
"Kepler-867 b",2016,"Transit"
"Kepler-187 c",2014,"Transit"
"Kepler-250 c",2014,"Transit"
"Kepler-540 b",2016,"Transit"
"Kepler-1388 d",2016,"Transit"
"Kepler-1534 b",2016,"Transit"
"PSR B1257+12 c",1992,"Pulsar Timing"
"Kepler-215 b",2014,"Transit"
"OGLE-2017-BLG-0373L b",2018,"Microlensing"
"OGLE-2017-BLG-1140L b",2018,"Microlensing"
"KMT-2021-BLG-1547L b",2023,"Microlensing"
"MOA-2020-BLG-208L b",2023,"Microlensing"
"Kepler-1668 b",2020,"Transit"
"Kepler-210 c",2014,"Transit"
"Kepler-650 b",2016,"Transit"
"Kepler-191 d",2016,"Transit"
"KMT-2019-BLG-0297L b",2023,"Microlensing"
"OGLE-2019-BLG-1180L b",2023,"Microlensing"
"Kepler-304 b",2014,"Transit"
"Kepler-49 b",2012,"Transit"
"Kepler-1726 b",2021,"Transit"
"Kepler-614 b",2016,"Transit"
"Kepler-258 b",2014,"Transit"
"Kepler-259 b",2014,"Transit"
"PSR J1719-1438 b",2011,"Pulsar Timing"
"MOA-2015-BLG-337L b",2018,"Microlensing"
"KMT-2023-BLG-0735L b",2024,"Microlensing"
"KMT-2023-BLG-1431L b",2024,"Microlensing"
"Kepler-84 b",2012,"Transit"
"Kepler-310 c",2014,"Transit"
"Kepler-616 b",2016,"Transit"
"Kepler-222 b",2014,"Transit"
"MOA-2011-BLG-293L b",2012,"Microlensing"
"OGLE-2019-BLG-1470L AB c",2022,"Microlensing"
"Kepler-1758 b",2021,"Transit"
"Kepler-905 b",2016,"Transit"
"Kepler-276 b",2014,"Transit"
"Kepler-165 b",2014,"Transit"
"OGLE-2016-BLG-1067L b",2019,"Microlensing"
"KMT-2023-BLG-1866L b",2024,"Microlensing"
"Kepler-284 c",2014,"Transit"
"Kepler-277 c",2013,"Transit"
"Kepler-1629 b",2016,"Transit"
"Kepler-663 b",2016,"Transit"
"Kepler-227 b",2014,"Transit"
"WISEP J121756.91+162640.2 A b",2012,"Imaging"
"KMT-2017-BLG-0673L b",2022,"Microlensing"
"KMT-2022-BLG-2286L b",2024,"Microlensing"
"K2-35 c",2016,"Transit"
"Kepler-229 c",2014,"Transit"
"K2-37 b",2016,"Transit"
"K2-44 b",2016,"Transit"
"MOA-2011-BLG-322L b",2013,"Microlensing"
"OGLE-2013-BLG-0911L b",2019,"Microlensing"
"KMT-2023-BLG-2209L b",2025,"Microlensing"
"Kepler-302 b",2014,"Transit"
"Kepler-665 b",2016,"Transit"
"K2-289 b",2019,"Transit"
"K2-351 b",2021,"Transit"
"K2-62 b",2016,"Transit"
"OGLE-2006-BLG-109L c",2008,"Microlensing"
"KMT-2018-BLG-0029L b",2020,"Microlensing"
"KMT-2019-BLG-1806L b",2023,"Microlensing"
"Kepler-84 c",2012,"Transit"
"K2-66 b",2016,"Transit"
"K2-72 b",2016,"Transit"
"K2-72 d",2016,"Transit"
"K2-65 b",2016,"Transit"
"OGLE-2015-BLG-0966L b",2016,"Microlensing"
"KMT-2018-BLG-1292L b",2020,"Microlensing"
"Kepler-119 c",2014,"Transit"
"Kepler-133 b",2014,"Transit"
"K2-183 c",2018,"Transit"
"K2-119 b",2017,"Transit"
"K2-86 b",2016,"Transit"
"KMT-2019-BLG-1953L b",2020,"Microlensing"
"OGLE-2018-BLG-0516L b",2022,"Microlensing"
"KMT-2016-BLG-1105L b",2023,"Microlensing"
"Kepler-153 c",2014,"Transit"
"Kepler-553 c",2016,"Transit"
"Kepler-672 b",2016,"Transit"
"K2-187 d",2018,"Transit"
"BD+42 2315 b",2023,"Radial Velocity"
"OGLE-2016-BLG-1093L b",2022,"Microlensing"
"KMT-2019-BLG-0953L b",2022,"Microlensing"
"Kepler-786 b",2016,"Transit"
"Kepler-275 c",2014,"Transit"
"Kepler-762 b",2016,"Transit"
"Kepler-32 e",2012,"Transit"
"Kepler-219 d",2014,"Transit"
"Kepler-235 e",2014,"Transit"
